id,currency,impact,title,previous,forcast,actual,timeofevent,positive
41229,JPY,1,National Core CPI y/y,0.70,0.70,0.80,2020-02-20 03:00:00,1
41230,JPY,1,Flash Manufacturing PMI,48.8,47.9,47.6,2020-02-20 04:00:00,1
41231,JPY,1,All Industries Activity m/m,0.90,0.30,0.00,2020-02-20 08:00:00,1
41232,EUR,3,French Flash Services PMI,51,51.4,52.6,2020-02-20 23:45:00,1
41233,EUR,3,German Flash Manufacturing PMI,45.3,44.8,47.8,2020-02-21 00:00:00,1
41234,EUR,2,Flash Manufacturing PMI,47.9,47.4,49.1,2020-02-21 00:30:00,1
41235,GBP,3,Flash Manufacturing PMI,50,49.7,51.9,2020-02-21 01:00:00,1
41236,EUR,1,Final CPI y/y,1.40,1.40,1.40,2020-02-21 01:30:00,1
41237,CAD,3,Core Retail Sales m/m,0.50,0.40,0.50,2020-02-21 05:00:00,1
41238,EUR,1,Belgian NBB Business Climate,-2,-2.8,-2.7,2020-02-21 05:30:00,1
41239,USD,1,FOMC Member Kaplan Speaks,NULL,NULL,NULL,2020-02-21 06:05:00,1
41240,USD,3,Flash Manufacturing PMI,51.9,51.5,50.8,2020-02-21 06:15:00,1
41241,USD,1,Existing Home Sales,5.53,5.46,5.46,2020-02-21 06:30:00,1
41242,USD,1,FOMC Member Brainard Speaks,NULL,NULL,NULL,2020-02-21 06:45:00,1
41243,GBP,1,MPC Member Tenreyro Speaks,NULL,NULL,NULL,2020-02-20 22:00:00,1
41244,All,2,G20 Meetings,NULL,NULL,NULL,2020-02-22 08:30:00,1
41245,All,2,G20 Meetings,NULL,NULL,NULL,2020-02-23 08:30:00,1
41246,NZD,3,Retail Sales q/q,1.70,0.80,0.70,2020-02-23 01:15:00,1
41247,NZD,2,Core Retail Sales q/q,1.90,0.90,0.50,2020-02-23 01:19:00,1
41248,JPY,0,Bank Holiday,NULL,NULL,NULL,2020-02-23 08:30:00,0
41249,NZD,1,Credit Card Spending y/y,3.50,NULL,3.70,2020-02-23 05:30:00,1
41250,EUR,3,German ifo Business Climate,96,95,96.1,2020-02-24 00:30:00,1
41251,CAD,1,Wholesale Sales m/m,-1.10,0.50,0.90,2020-02-24 05:00:00,1
41252,CNY,1,CB Leading Index m/m,1.50,NULL,1.00,2020-02-24 05:30:00,1
41253,GBP,2,MPC Member Haldane Speaks,NULL,NULL,NULL,2020-02-23 22:00:00,1
41254,USD,1,FOMC Member Mester Speaks,NULL,NULL,NULL,2020-02-23 23:30:00,1
41255,JPY,1,SPPI y/y,2.10,2.10,2.30,2020-02-24 03:20:00,1
41256,EUR,1,German Final GDP q/q,0.00,0.00,0.00,2020-02-24 22:30:00,1
41257,GBP,1,10-y Bond Auction,0.502,NULL,0.512,2020-02-25 02:06:00,0
41258,GBP,1,CBI Realized Sales,0,4,1,2020-02-25 02:30:00,1
41259,CAD,1,Corporate Profits q/q,0.40,NULL,3.60,2020-02-25 05:00:00,1
41260,USD,1,HPI m/m,0.30,0.40,0.60,2020-02-25 05:30:00,1
41261,USD,1,FOMC Member Kaplan Speaks,NULL,NULL,NULL,2020-02-25 06:15:00,1
41262,USD,2,Richmond Manufacturing Index,20,10,-2,2020-02-25 06:29:00,1
41263,USD,3,CB Consumer Confidence,130.4,132.6,130.7,2020-02-25 06:30:00,1
41264,CAD,1,Gov Council Member Lane Speaks,NULL,NULL,NULL,2020-02-24 22:45:00,1
41265,USD,1,FOMC Member Clarida Speaks,NULL,NULL,NULL,2020-02-24 23:30:00,1
41266,GBP,1,BRC Shop Price Index y/y,-0.30,NULL,-0.60,2020-02-25 03:31:00,1
41267,AUD,2,Construction Work Done q/q,0.40,-1.00,-3.00,2020-02-25 04:00:00,1
41268,JPY,1,BOJ Core CPI y/y,0.30,0.20,0.30,2020-02-26 08:30:00,1
41269,CHF,1,Credit Suisse Economic Expectations,8.3,NULL,7.7,2020-02-26 00:30:00,1
41270,EUR,3,ECB President Lagarde Speaks,NULL,NULL,NULL,2020-02-26 05:00:00,1
41271,USD,1,FOMC Member Kaplan Speaks,NULL,NULL,NULL,2020-02-26 06:15:00,1
41272,USD,2,New Home Sales,708,714,764,2020-02-26 06:30:00,1
41273,USD,2,Crude Oil Inventories,0.4,2.3,0.5,2020-02-26 07:00:00,-1
41274,USD,1,FOMC Member Kashkari Speaks,NULL,NULL,NULL,2020-02-25 21:30:00,1
41275,NZD,1,Trade Balance,384,-545,-340,2020-02-26 01:15:00,1
41276,NZD,3,ANZ Business Confidence,-13.2,NULL,-19.4,2020-02-26 03:30:00,1
41277,AUD,3,Private Capital Expenditure q/q,-0.40,0.50,-2.80,2020-02-26 04:00:00,1
41278,EUR,1,Spanish Flash CPI y/y,1.10,0.80,0.80,2020-02-26 23:30:00,1
41279,EUR,1,M3 Money Supply y/y,4.90,5.30,5.20,2020-02-27 00:30:00,1
41280,EUR,1,Italian 10-y Bond Auction,0.941,NULL,1.001,2020-02-27 01:49:00,0
41281,GBP,1,MPC Member Cunliffe Speaks,NULL,NULL,NULL,2020-02-27 02:00:00,1
41282,CAD,2,Current Account,-10.9,-9.0,-8.8,2020-02-27 05:00:00,1
41283,USD,2,Pending Home Sales m/m,-4.30,2.80,5.20,2020-02-27 06:30:00,1
41284,USD,1,Natural Gas Storage,-151,-158,-143,2020-02-27 07:00:00,-1
41285,USD,1,FOMC Member Mester Speaks,NULL,NULL,NULL,2020-02-27 00:00:00,1
41286,JPY,1,Tokyo Core CPI y/y,0.70,0.60,0.50,2020-02-27 03:00:00,1
41287,JPY,1,Prelim Industrial Production m/m,1.20,0.20,0.80,2020-02-27 03:20:00,1
41288,USD,1,FOMC Member Mester Speaks,NULL,NULL,NULL,2020-02-27 03:30:00,1
41289,GBP,1,GfK Consumer Confidence,-9,-8,-7,2020-02-27 03:31:00,1
41290,AUD,1,Private Sector Credit m/m,0.20,0.20,0.30,2020-02-27 04:00:00,1
41291,JPY,1,Housing Starts y/y,-7.90,-5.80,-10.10,2020-02-28 08:30:00,1
41292,GBP,1,Nationwide HPI m/m,0.50,0.40,0.30,2020-02-27 22:29:00,1
41293,EUR,1,German Import Prices m/m,0.20,0.10,-0.40,2020-02-27 22:30:00,1
41294,EUR,2,German Prelim CPI m/m,-0.60,0.30,0.40,2020-02-28 08:30:00,1
41295,CHF,1,Retail Sales y/y,0.80,0.10,-0.10,2020-02-27 23:00:00,1
41296,EUR,1,French Consumer Spending m/m,-0.30,-0.10,-1.10,2020-02-27 23:15:00,1
41297,CHF,1,KOF Economic Barometer,100.1,97.6,100.9,2020-02-27 23:30:00,1
41298,EUR,1,German Unemployment Change,-4,4,-10,2020-02-28 00:25:00,-1
41299,EUR,1,German Buba President Weidmann Speaks,NULL,NULL,NULL,2020-02-28 01:30:00,1
41300,GBP,1,MPC Member Haldane Speaks,NULL,NULL,NULL,2020-02-28 02:45:00,1
41301,CAD,3,GDP m/m,0.10,0.10,0.30,2020-02-28 05:00:00,1
41302,USD,2,Chicago PMI,42.9,46.1,49,2020-02-28 06:15:00,1
41303,USD,1,Revised UoM Consumer Sentiment,100.9,100.7,101,2020-02-28 06:30:00,1
41304,GBP,1,MPC Member Cunliffe Speaks,NULL,NULL,NULL,2020-02-28 07:45:00,1
41305,USD,3,Fed Announcement,NULL,NULL,NULL,2020-02-27 23:00:00,1
41306,CNY,3,Manufacturing PMI,50,45.1,35.7,2020-02-28 04:30:00,1
41307,AUD,1,AIG Manufacturing Index,45.4,NULL,44.3,2020-03-01 01:00:00,1
41308,NZD,1,Overseas Trade Index q/q,1.70,0.80,2.60,2020-03-01 01:15:00,1
41309,JPY,1,Capital Spending q/y,7.10,-2.50,-3.50,2020-03-01 03:20:00,1
41310,AUD,1,MI Inflation Gauge m/m,0.30,NULL,-0.10,2020-03-01 03:30:00,1
41311,AUD,2,Company Operating Profits q/q,-0.60,-1.20,-3.50,2020-03-01 04:00:00,1
41312,CNY,3,Caixin Manufacturing PMI,51.1,46.1,40.3,2020-03-01 05:15:00,1
41313,AUD,1,Commodity Prices y/y,-2.60,NULL,-6.10,2020-03-02 09:00:00,1
41314,EUR,1,Spanish Manufacturing PMI,48.5,48.9,50.4,2020-03-01 23:45:00,1
41315,CHF,1,Manufacturing PMI,47.8,47.9,49.5,2020-03-02 00:00:00,1
41316,EUR,1,Italian Manufacturing PMI,48.9,48,48.7,2020-03-02 00:15:00,1
41317,EUR,1,French Final Manufacturing PMI,49.7,49.7,49.8,2020-03-02 00:20:00,1
41318,EUR,1,German Final Manufacturing PMI,47.8,47.8,48,2020-03-02 00:25:00,1
41319,EUR,1,Final Manufacturing PMI,49.1,49.1,49.2,2020-03-02 00:30:00,1
41320,GBP,2,Final Manufacturing PMI,51.9,51.9,51.7,2020-03-02 01:00:00,1
41321,GBP,1,Net Lending to Individuals m/m,5.7,5.9,5.2,2020-03-02 01:02:00,1
41322,CAD,1,Manufacturing PMI,50.6,NULL,51.8,2020-03-02 06:00:00,1
41323,USD,1,Final Manufacturing PMI,50.8,50.8,50.7,2020-03-02 06:15:00,1
41324,USD,3,ISM Manufacturing PMI,50.9,50.5,50.1,2020-03-02 06:30:00,1
41325,JPY,1,Monetary Base y/y,2.90,3.00,3.60,2020-03-02 03:20:00,1
41326,AUD,3,Building Approvals m/m,3.90,1.10,-15.30,2020-03-02 04:00:00,1
41327,AUD,3,Cash Rate,0.75,0.50,0.50,2020-03-02 07:00:00,1
41328,JPY,1,10-y Bond Auction,-0.05,NULL,-0.10,2020-03-02 07:05:00,0
41329,JPY,1,Consumer Confidence,39.1,38.4,38.4,2020-03-03 08:30:00,1
41330,CHF,1,GDP q/q,0.40,0.20,0.30,2020-03-02 22:15:00,1
41331,EUR,1,French Gov Budget Balance,-92.8,NULL,-20.0,2020-03-02 23:15:00,1
41332,EUR,1,Spanish Unemployment Change,90.2,8.2,-7.8,2020-03-02 23:30:00,-1
41333,EUR,1,Italian Monthly Unemployment Rate,9.80,9.80,9.80,2020-03-03 00:30:00,-1
41334,GBP,3,Monetary Policy Report Hearings,NULL,NULL,NULL,2020-03-03 01:00:00,1
41335,EUR,2,CPI Flash Estimate y/y,1.40,1.40,1.20,2020-03-03 01:30:00,1
41336,All,3,G7 Meetings,NULL,NULL,NULL,2020-03-03 08:30:00,1
41337,NZD,1,GDT Price Index,-2.90,NULL,-1.20,2020-03-03 06:08:00,1
41338,USD,3,FOMC Statement,NULL,NULL,NULL,2020-03-03 06:30:00,1
41339,USD,1,Wards Total Vehicle Sales,16.8,16.8,16.8,2020-03-03 08:30:00,1
41340,USD,3,FOMC Press Conference,NULL,NULL,NULL,2020-03-03 07:30:00,1
41341,USD,1,FOMC Member Mester Speaks,NULL,NULL,NULL,2020-03-02 23:20:00,1
41342,AUD,1,AIG Construction Index,41.3,NULL,42.7,2020-03-03 01:00:00,1
41343,NZD,1,Building Consents m/m,9.80,NULL,-2.00,2020-03-03 01:15:00,1
41344,NZD,1,ANZ Commodity Prices m/m,-0.90,NULL,-2.10,2020-03-03 03:30:00,1
41345,AUD,3,GDP q/q,0.60,0.40,0.50,2020-03-03 04:00:00,1
41346,CNY,2,Caixin Services PMI,51.8,48,26.5,2020-03-03 05:15:00,1
41347,EUR,1,German Retail Sales m/m,-2.00,1.00,0.90,2020-03-03 22:30:00,1
41348,CHF,1,CPI m/m,-0.20,0.20,0.10,2020-03-03 23:00:00,1
41349,EUR,1,Spanish Services PMI,52.3,52.5,52.1,2020-03-03 23:45:00,1
41350,EUR,1,Italian Services PMI,51.4,51.4,52.1,2020-03-04 00:15:00,1
41351,EUR,1,French Final Services PMI,52.6,52.6,52.5,2020-03-04 00:20:00,1
41352,EUR,1,German Final Services PMI,53.3,53.3,52.5,2020-03-04 00:25:00,1
41353,EUR,1,Final Services PMI,52.8,52.8,52.6,2020-03-04 00:30:00,1
41354,GBP,2,Final Services PMI,53.3,53.2,53.2,2020-03-04 01:00:00,1
41355,EUR,1,Retail Sales m/m,-1.10,0.60,0.60,2020-03-04 01:30:00,1
41356,All,2,OPEC-JMMC Meetings,NULL,NULL,NULL,2020-03-04 08:30:00,1
41357,USD,3,ADP Non-Farm Employment Change,209,170,183,2020-03-04 04:45:00,1
41358,CAD,1,Labor Productivity q/q,0.20,0.20,-0.10,2020-03-04 05:00:00,1
41359,GBP,3,BOE Gov Bailey Speaks,NULL,NULL,NULL,2020-03-04 05:45:00,1
41360,USD,1,Final Services PMI,49.4,49.4,49.4,2020-03-04 06:15:00,1
41361,CAD,3,BOC Rate Statement,NULL,NULL,NULL,2020-03-04 06:30:00,1
41362,USD,2,Crude Oil Inventories,0.5,2.8,0.8,2020-03-04 07:00:00,-1
41363,GBP,2,MPC Member Broadbent Speaks,NULL,NULL,NULL,2020-03-03 21:30:00,1
41364,USD,1,Beige Book,NULL,NULL,NULL,2020-03-03 22:30:00,1
41365,AUD,3,Trade Balance,5.38,4.80,5.21,2020-03-04 04:00:00,1
41366,JPY,1,30-y Bond Auction,0.433,NULL,0.343,2020-03-04 07:05:00,0
41367,All,3,OPEC Meetings,NULL,NULL,NULL,2020-03-05 08:30:00,1
41368,EUR,1,Spanish 10-y Bond Auction,0.242,NULL,0.171,2020-03-05 01:18:00,0
41369,EUR,1,French 10-y Bond Auction,-0.11,NULL,-0.32,2020-03-05 01:31:00,0
41370,USD,1,Challenger Job Cuts y/y,27.80,NULL,-26.30,2020-03-05 04:00:00,-1
41371,GBP,1,MPC Member Haldane Speaks,NULL,NULL,NULL,2020-03-05 04:30:00,1
41372,USD,1,Revised Nonfarm Productivity q/q,1.40,1.40,1.20,2020-03-05 05:00:00,1
41373,USD,1,Factory Orders m/m,1.90,-0.20,-0.50,2020-03-05 06:30:00,1
41374,USD,1,Natural Gas Storage,-143,-112,-109,2020-03-05 07:00:00,-1
41375,GBP,3,BOE Gov Carney Speaks,NULL,NULL,NULL,2020-03-04 22:30:00,1
41376,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2020-03-05 09:15:00,1
41377,AUD,1,AIG Services Index,47.4,NULL,47,2020-03-05 01:00:00,1
41378,JPY,1,Average Cash Earnings y/y,-0.20,0.20,1.50,2020-03-05 03:00:00,1
41379,AUD,3,Retail Sales m/m,-0.70,0.00,-0.30,2020-03-05 04:00:00,1
41380,USD,1,FOMC Member Kashkari Speaks,NULL,NULL,NULL,2020-03-05 04:30:00,1
41381,USD,1,FOMC Member Williams Speaks,NULL,NULL,NULL,2020-03-05 05:15:00,1
41382,JPY,1,Leading Indicators,91.60,91.30,90.30,2020-03-06 08:32:00,1
41383,EUR,1,German Factory Orders m/m,-2.10,1.50,5.50,2020-03-05 22:30:00,1
41384,EUR,1,French Trade Balance,-3.7,-4.9,-5.9,2020-03-05 23:15:00,1
41385,CHF,1,Foreign Currency Reserves,764,NULL,769,2020-03-05 23:30:00,-1
41386,GBP,1,Halifax HPI m/m,0.40,0.30,0.30,2020-03-06 00:00:00,1
41387,EUR,1,Italian Retail Sales m/m,0.50,0.30,0.00,2020-03-06 00:33:00,1
41388,All,2,OPEC-JMMC Meetings,NULL,NULL,NULL,2020-03-06 08:30:00,1
41389,CAD,3,Employment Change,34.5,10.5,30.3,2020-03-06 05:00:00,1
41390,CAD,1,Ivey PMI,57.3,55.2,54.1,2020-03-06 06:30:00,1
41391,All,2,G20 Meetings,NULL,NULL,NULL,2020-03-06 08:30:00,1
41392,USD,1,FOMC Member Williams Speaks,NULL,NULL,NULL,2020-03-05 22:30:00,1
41393,USD,1,Consumer Credit m/m,20.3,16.6,12.0,2020-03-05 23:30:00,1
41394,CNY,3,Trade Balance,329,NULL,-43,2020-03-06 06:34:00,1
41395,CNY,2,USD-Denominated Trade Balance,46.8,NULL,-7.1,2020-03-06 06:35:00,1
41396,CAD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2020-03-07 23:30:00,1
41397,JPY,1,Bank Lending y/y,1.90,1.90,2.10,2020-03-08 04:20:00,1
41398,JPY,1,Final GDP Price Index y/y,1.30,1.30,1.20,2020-03-08 04:22:00,1
41399,JPY,1,Economy Watchers Sentiment,41.9,35.6,27.4,2020-03-08 21:33:00,1
41400,CHF,1,Unemployment Rate,2.30,2.30,2.30,2020-03-08 23:15:00,-1
41401,EUR,1,German Industrial Production m/m,-2.20,1.70,3.00,2020-03-08 23:30:00,1
41402,EUR,1,Sentix Investor Confidence,5.2,-11,-17.1,2020-03-09 02:00:00,1
41403,CAD,1,Housing Starts,214,217,210,2020-03-09 04:43:00,1
41404,CAD,1,Building Permits m/m,9.90,-2.90,4.00,2020-03-09 05:00:00,1
41405,NZD,1,Manufacturing Sales q/q,1.20,NULL,2.40,2020-03-09 02:15:00,1
41406,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-09 03:04:00,1
41407,JPY,1,M2 Money Stock y/y,2.80,2.80,3.00,2020-03-09 04:20:00,1
41408,GBP,1,BRC Retail Sales Monitor y/y,0.00,0.20,-0.40,2020-03-09 04:31:00,1
41409,AUD,2,NAB Business Confidence,-1,NULL,-4,2020-03-09 05:00:00,1
41410,USD,1,NFIB Small Business Index,104.3,102.7,104.5,2020-03-09 05:08:00,1
41411,NZD,3,RBNZ Gov Orr Speaks,NULL,NULL,NULL,2020-03-09 05:30:00,1
41412,CNY,2,CPI y/y,5.40,5.20,5.20,2020-03-09 06:00:00,1
41413,JPY,1,Prelim Machine Tool Orders y/y,-35.60,NULL,-30.10,2020-03-09 22:33:00,1
41414,EUR,1,French Final Private Payrolls q/q,0.20,0.20,0.50,2020-03-09 23:00:00,1
41415,EUR,1,French Industrial Production m/m,-2.50,1.80,1.20,2020-03-10 00:15:00,1
41416,EUR,1,Italian Industrial Production m/m,-2.60,1.60,3.70,2020-03-10 01:30:00,1
41417,EUR,1,Final Employment Change q/q,0.30,0.30,0.30,2020-03-10 02:30:00,1
41418,GBP,1,10-y Bond Auction,0.512,NULL,0.312,2020-03-10 03:09:00,0
41419,AUD,2,RBA Deputy Gov Debelle Speaks,NULL,NULL,NULL,2020-03-10 02:30:00,1
41420,AUD,1,Westpac Consumer Sentiment,2.30,NULL,-3.80,2020-03-10 04:00:00,1
41421,GBP,3,MPC Official Bank Rate Votes,00/2/7,NULL,0-9-0,2020-03-10 23:30:00,1
41422,CNY,2,New Loans,3340,1100,906,2020-03-11 00:30:00,1
41423,GBP,3,BOE Gov Carney Speaks,NULL,NULL,NULL,2020-03-11 01:30:00,1
41424,GBP,2,GDP m/m,0.30,0.20,0.00,2020-03-11 02:00:00,1
41425,EUR,1,German 10-y Bond Auction,-0.38,NULL,-0.77,2020-03-11 03:04:00,0
41426,CAD,1,Capacity Utilization Rate,81.50,80.90,81.20,2020-03-11 05:00:00,1
41427,GBP,1,NIESR GDP Estimate,0.00,NULL,0.20,2020-03-11 05:32:00,1
41428,USD,3,Treasury Sec Mnuchin Speaks,NULL,NULL,NULL,2020-03-11 06:30:00,1
41429,USD,2,Crude Oil Inventories,0.8,2.0,7.7,2020-03-11 07:00:00,-1
41430,USD,1,10-y Bond Auction,1.622,NULL,0.852,2020-03-10 21:31:00,0
41431,USD,1,Federal Budget Balance,-32.6,-238.1,-235.3,2020-03-10 22:29:00,1
41432,JPY,1,BSI Manufacturing Index,-7.8,-10.2,-17.2,2020-03-11 04:20:00,1
41433,AUD,1,MI Inflation Expectations,4.00,NULL,4.00,2020-03-11 04:30:00,1
41434,GBP,1,RICS House Price Balance,18,20,29,2020-03-11 04:31:00,1
41435,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-11 05:30:00,1
41436,EUR,1,Italian Quarterly Unemployment Rate,9.80,9.80,9.70,2020-03-12 01:30:00,-1
41437,EUR,1,Industrial Production m/m,-1.80,1.40,2.30,2020-03-12 02:30:00,1
41438,EUR,1,Italian 10-y Bond Auction,1.001,NULL,1.291,2020-03-12 02:52:00,0
41439,USD,2,Core PPI m/m,0.50,0.10,-0.30,2020-03-12 05:00:00,1
41440,EUR,3,Main Refinancing Rate,0.00,0.00,0.00,2020-03-12 05:15:00,1
41441,EUR,3,ECB Press Conference,NULL,NULL,NULL,2020-03-12 06:00:00,1
41442,USD,1,Natural Gas Storage,-109,-55,-48,2020-03-12 07:00:00,-1
41443,USD,1,30-y Bond Auction,2.062,NULL,1.322,2020-03-11 21:31:00,0
41444,NZD,1,BusinessNZ Manufacturing Index,49.8,NULL,53.2,2020-03-12 02:00:00,1
41445,NZD,1,FPI m/m,2.10,NULL,0.00,2020-03-12 02:15:00,1
41446,JPY,1,Tertiary Industry Activity m/m,-0.30,0.00,0.80,2020-03-13 09:00:00,1
41447,EUR,1,German Final CPI m/m,0.40,0.40,0.40,2020-03-12 23:30:00,1
41448,CNY,1,Foreign Direct Investment ytd/y,4.00,NULL,-8.60,2020-03-13 00:06:00,1
41449,EUR,1,French Final CPI m/m,0.00,0.00,0.00,2020-03-13 00:15:00,1
41450,USD,1,Import Prices m/m,0.10,-1.00,-0.50,2020-03-13 05:00:00,1
41451,GBP,1,CB Leading Index m/m,0.10,NULL,0.10,2020-03-13 06:00:00,1
41452,USD,2,Prelim UoM Consumer Sentiment,101,95,95.9,2020-03-13 06:30:00,1
41453,CAD,3,BOC Rate Statement,NULL,NULL,NULL,2020-03-12 22:38:00,1
41454,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2020-03-12 22:43:00,1
41455,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-13 00:00:00,1
41456,NZD,3,Official Cash Rate,1.00,NULL,0.25,2020-03-14 23:30:00,1
41457,USD,3,FOMC Statement,NULL,NULL,NULL,2020-03-15 01:30:00,1
41458,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-15 01:47:00,1
41459,NZD,1,BusinessNZ Services Index,57.2,NULL,52,2020-03-15 02:00:00,1
41460,NZD,1,Visitor Arrivals m/m,0.40,NULL,-0.60,2020-03-15 02:18:00,1
41461,NZD,3,RBNZ Press Conference,NULL,NULL,NULL,2020-03-15 02:30:00,1
41462,USD,3,FOMC Press Conference,NULL,NULL,NULL,2020-03-15 03:00:00,1
41463,JPY,1,Core Machinery Orders m/m,-12.50,-1.00,2.90,2020-03-15 04:20:00,1
41464,GBP,1,Rightmove HPI m/m,0.80,NULL,1.00,2020-03-15 04:31:00,1
41465,CNY,3,Industrial Production y/y,6.90,-3.00,-13.50,2020-03-15 06:30:00,1
41466,CNY,1,NBS Press Conference,NULL,NULL,NULL,2020-03-15 06:31:00,1
41467,JPY,3,BOJ Policy Rate,-0.10,-0.10,-0.10,2020-03-15 21:36:00,1
41468,JPY,2,BOJ Press Conference,NULL,NULL,NULL,2020-03-15 23:30:00,1
41469,CHF,1,PPI m/m,0.00,0.20,-0.90,2020-03-16 00:00:00,1
41470,All,3,G7 Meetings,NULL,NULL,NULL,2020-03-16 08:30:00,1
41471,EUR,1,Eurogroup Meetings,NULL,NULL,NULL,2020-03-16 08:30:00,1
41472,USD,2,Empire State Manufacturing Index,12.9,5.1,-21.5,2020-03-16 05:00:00,1
41473,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-15 23:55:00,1
41474,NZD,1,Westpac Consumer Sentiment,109.9,NULL,104.2,2020-03-16 00:30:00,1
41475,AUD,3,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2020-03-16 05:00:00,1
41476,JPY,1,Revised Industrial Production m/m,0.80,0.80,1.00,2020-03-17 09:00:00,1
41477,GBP,2,Average Earnings Index 3m/y,2.90,3.00,3.10,2020-03-17 02:00:00,1
41478,EUR,3,German ZEW Economic Sentiment,8.7,-29.7,-49.5,2020-03-17 02:30:00,1
41479,EUR,3,EU Economic Summit,NULL,NULL,NULL,2020-03-17 08:30:00,1
41480,EUR,1,ECOFIN Meetings,NULL,NULL,NULL,2020-03-17 08:30:00,1
41481,GBP,1,30-y Bond Auction,1.251,NULL,1.032,2020-03-17 03:00:00,0
41482,CAD,2,Manufacturing Sales m/m,-0.70,-0.60,-0.20,2020-03-17 05:00:00,1
41483,USD,1,Capacity Utilization Rate,76.60,77.10,77.00,2020-03-17 05:45:00,1
41484,USD,1,Business Inventories m/m,0.00,-0.10,-0.10,2020-03-17 06:30:00,1
41485,USD,3,Fed Announcement,NULL,NULL,NULL,2020-03-17 07:15:00,1
41486,NZD,1,GDT Price Index,-1.20,NULL,-3.90,2020-03-17 07:31:00,1
41487,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-17 08:10:00,1
41488,NZD,1,Current Account,-6.26,-2.83,-2.66,2020-03-17 02:15:00,1
41489,USD,3,Fed Announcement,NULL,NULL,NULL,2020-03-17 02:30:00,1
41490,AUD,1,MI Leading Index m/m,0.00,NULL,-0.40,2020-03-17 04:00:00,1
41491,JPY,1,Trade Balance,-0.08,0.54,0.50,2020-03-17 04:20:00,1
41492,AUD,3,Retail Sales m/m,-0.30,NULL,0.40,2020-03-17 05:00:00,1
41493,EUR,1,Final CPI y/y,1.20,1.20,1.20,2020-03-18 02:30:00,1
41494,EUR,1,Italian Trade Balance,5.01,4.23,0.54,2020-03-18 02:33:00,1
41495,EUR,1,German 30-y Bond Auction,0.071,NULL,0.011,2020-03-18 03:07:00,0
41496,CAD,3,CPI m/m,0.30,0.40,0.40,2020-03-18 05:00:00,1
41497,CAD,2,Common CPI y/y,1.80,1.80,1.80,2020-03-18 05:02:00,1
41498,USD,1,Crude Oil Inventories,7.7,3.5,2.0,2020-03-18 07:00:00,-1
41499,CAD,3,BOC Gov Poloz Speaks,NULL,NULL,NULL,2020-03-18 08:21:00,1
41500,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-18 08:37:00,1
41501,NZD,3,GDP q/q,0.80,0.50,0.50,2020-03-18 02:15:00,1
41502,JPY,1,National Core CPI y/y,0.80,0.60,0.60,2020-03-18 04:00:00,1
41503,JPY,1,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2020-03-18 04:20:00,1
41504,AUD,3,Employment Change,12.9,8.5,26.7,2020-03-18 05:00:00,1
41505,AUD,3,Cash Rate,0.50,NULL,0.25,2020-03-18 08:00:00,1
41506,JPY,1,All Industries Activity m/m,-0.10,0.30,0.80,2020-03-19 09:00:00,1
41507,AUD,3,RBA Gov Lowe Speaks,NULL,NULL,NULL,2020-03-18 21:30:00,1
41508,CHF,1,Trade Balance,4.77,4.23,3.57,2020-03-18 23:30:00,1
41509,CHF,3,SNB Monetary Policy Assessment,NULL,NULL,NULL,2020-03-19 01:00:00,1
41510,EUR,3,German ifo Business Climate,96,NULL,87.7,2020-03-19 01:30:00,1
41511,CHF,3,SNB Press Conference,NULL,NULL,NULL,2020-03-19 01:45:00,1
41512,EUR,1,Spanish 10-y Bond Auction,0.171,NULL,0.662,2020-03-19 02:30:00,0
41513,CAD,1,ADP Non-Farm Employment Change,37.2,NULL,7.2,2020-03-19 05:00:00,1
41514,CHF,1,SECO Economic Forecasts,NULL,NULL,NULL,2020-03-19 05:30:00,1
41515,USD,1,CB Leading Index m/m,0.70,0.10,0.10,2020-03-19 06:30:00,1
41516,GBP,3,MPC Official Bank Rate Votes,0-9-0,NULL,0-9-0,2020-03-19 07:00:00,1
41517,USD,3,President Trump Speaks,NULL,NULL,NULL,2020-03-19 08:08:00,1
41518,GBP,3,BOE Gov Bailey Speaks,NULL,NULL,NULL,2020-03-19 09:00:00,1
41519,JPY,0,Bank Holiday,NULL,NULL,NULL,2020-03-19 08:30:00,0
41520,NZD,1,Credit Card Spending y/y,3.70,NULL,2.50,2020-03-19 06:30:00,1
41521,EUR,1,German PPI m/m,0.80,-0.20,-0.40,2020-03-19 23:30:00,1
41522,EUR,1,Current Account,32.6,30.3,34.7,2020-03-20 01:30:00,1
41523,GBP,1,Consumer Inflation Expectations,3.10,NULL,3.00,2020-03-20 02:00:00,1
41524,CAD,3,Core Retail Sales m/m,0.70,0.20,-0.10,2020-03-20 05:00:00,1
